area,year,median_salary,life_satisfaction,mean_salary,population_size,number_of_jobs,area_size,no_of_houses,average_price,houses_sold
newham,2019,33944.0,,41592.0,,,,,364072.25,166.11789297658865
redbridge,1999,19580.0,,22087.0,238138.0,,,,102940.5,456.0
redbridge,2000,20256.0,,22421.0,239868.0,83000.0,,,124379.25,410.4166666666667
redbridge,2001,21106.0,,24321.0,241893.0,82000.0,5644.0,93989.0,141587.5,476.6666666666667
redbridge,2002,22133.0,,24512.0,244273.0,83000.0,5644.0,94682.0,169368.08333333334,518.75
redbridge,2003,23407.0,,26086.0,247412.0,84000.0,5644.0,95500.0,203571.91666666666,473.6666666666667
redbridge,2004,,,27206.0,248774.0,85000.0,5644.0,96196.0,222917.66666666666,487.0833333333333
redbridge,2005,26462.0,,30087.0,251560.0,84000.0,5644.0,96903.0,226469.0,406.8333333333333
redbridge,2006,27940.0,,31319.0,255590.0,74000.0,5644.0,97665.0,239729.66666666666,482.3333333333333
redbridge,2007,29429.0,,33111.0,259965.0,79000.0,5644.0,98687.0,266937.75,451.9166666666667
redbridge,2008,29283.0,,32261.0,265452.0,83000.0,5644.0,99313.0,264429.4166666667,248.66666666666666
redbridge,2009,31235.0,,32648.0,270435.0,79000.0,5644.0,99938.0,232764.08333333334,211.41666666666666
redbridge,2010,30086.0,,32421.0,275088.0,78000.0,5644.0,100889.0,252334.41666666666,246.0
redbridge,2011,29829.0,7.33,31948.0,281395.0,77000.0,5644.0,101348.0,261965.5,210.75
redbridge,2012,28100.0,7.3,30371.0,284617.0,88000.0,5644.0,101874.0,265912.0,208.58333333333334
redbridge,2013,31215.0,7.47,33442.0,288272.0,84000.0,5644.0,102138.0,274824.9166666667,248.75
redbridge,2014,31127.0,7.55,33732.0,293055.0,89000.0,5644.0,102396.0,304162.4166666667,307.75
redbridge,2015,29098.0,7.87,33182.0,296793.0,92000.0,5644.0,102653.0,343795.3333333333,288.6666666666667
redbridge,2016,28237.0,7.57,32190.0,299249.0,94000.0,5644.0,102707.0,391837.25,255.33333333333334
redbridge,2017,29189.0,7.55,32792.0,301785.0,97000.0,5644.0,103462.0,410300.1666666667,230.5
redbridge,2018,,7.54,31990.0,303858.0,92000.0,5644.0,103924.0,422591.25,211.33333333333334
redbridge,2019,29108.0,,34096.0,,,,,413412.1666666667,205.15384615384616
richmond upon thames,1999,22321.0,,25832.0,172782.0,,,,181772.33333333334,489.0
richmond upon thames,2000,22574.0,,27702.0,172920.0,82000.0,,,227866.16666666666,331.3333333333333
richmond upon thames,2001,23799.0,,29854.0,174311.0,85000.0,5876.0,78411.0,241333.25,387.0
richmond upon thames,2002,23311.0,,30680.0,175441.0,80000.0,5876.0,78676.0,271689.3333333333,433.9166666666667
richmond upon thames,2003,25549.0,,29463.0,177182.0,84000.0,5876.0,78957.0,294168.0,377.9166666666667
richmond upon thames,2004,26770.0,,30582.0,179312.0,82000.0,5876.0,79248.0,316541.0,409.25
richmond upon thames,2005,26809.0,,30298.0,181508.0,88000.0,5876.0,79877.0,323618.9166666667,354.5
richmond upon thames,2006,28610.0,,33258.0,182520.0,84000.0,5876.0,80819.0,348496.75,443.5833333333333
richmond upon thames,2007,30881.0,,37366.0,182421.0,89000.0,5876.0,81105.0,410382.75,386.5833333333333
richmond upon thames,2008,32437.0,,37760.0,182927.0,90000.0,5876.0,81458.0,409389.0833333333,198.75
richmond upon thames,2009,31733.0,,40992.0,184394.0,84000.0,5876.0,81853.0,369390.25,213.91666666666666
richmond upon thames,2010,32249.0,,39837.0,186304.0,85000.0,5876.0,82116.0,420083.5833333333,265.6666666666667
richmond upon thames,2011,32197.0,7.52,37122.0,187527.0,95000.0,5876.0,82482.0,434537.0833333333,261.0
richmond upon thames,2012,31505.0,7.4,36411.0,189145.0,92000.0,5876.0,82691.0,454941.8333333333,272.6666666666667
richmond upon thames,2013,31997.0,7.6,36611.0,191365.0,95000.0,5876.0,83176.0,492115.6666666667,301.75
richmond upon thames,2014,31533.0,7.54,36975.0,193585.0,95000.0,5876.0,83540.0,577055.3333333334,288.8333333333333
richmond upon thames,2015,32660.0,7.74,38060.0,194730.0,102000.0,5876.0,83781.0,618778.0,271.5
richmond upon thames,2016,33329.0,7.71,38572.0,195846.0,108000.0,5876.0,84294.0,653760.75,243.25
richmond upon thames,2017,32141.0,7.73,39407.0,195680.0,106000.0,5876.0,84759.0,665284.6666666666,230.0
richmond upon thames,2018,34027.0,7.7,40427.0,196904.0,111000.0,5876.0,85141.0,652665.5,219.08333333333334
richmond upon thames,2019,35191.0,,42092.0,,,,,650341.5,212.3051839464883
southwark,1999,22784.0,,26994.0,247853.0,,,,110267.58333333333,426.5
southwark,2000,24857.0,,29101.0,252726.0,182000.0,,,142266.75,411.0833333333333
southwark,2001,27114.0,,29423.0,256712.0,190000.0,2991.0,107119.0,164486.25,431.75
southwark,2002,28062.0,,30906.0,256269.0,166000.0,2991.0,107540.0,184684.25,416.75
southwark,2003,29307.0,,32241.0,255242.0,178000.0,2991.0,108467.0,199583.91666666666,382.9166666666667
southwark,2004,29609.0,,34875.0,257257.0,195000.0,2991.0,110145.0,216903.91666666666,441.9166666666667
southwark,2005,29534.0,,36022.0,261811.0,201000.0,2991.0,112162.0,224050.25,371.25
southwark,2006,31575.0,,39075.0,267553.0,210000.0,2991.0,113731.0,242759.66666666666,462.6666666666667
southwark,2007,32000.0,,39710.0,272626.0,222000.0,2991.0,116042.0,289668.1666666667,431.75
southwark,2008,31227.0,,40353.0,276973.0,245000.0,2991.0,118189.0,291213.25,205.58333333333334
southwark,2009,34265.0,,41548.0,281120.0,236000.0,2991.0,119657.0,261151.08333333334,193.33333333333334
southwark,2010,35050.0,,41481.0,283777.0,228000.0,2991.0,121412.0,293913.0,275.5
southwark,2011,36124.0,7.36,48938.0,288717.0,247000.0,2991.0,123265.0,312539.5833333333,264.4166666666667
southwark,2012,36056.0,7.21,47611.0,293530.0,270000.0,2991.0,124319.0,331124.1666666667,279.5
southwark,2013,36198.0,7.58,43807.0,298465.0,256000.0,2991.0,125566.0,360749.8333333333,356.75
southwark,2014,34612.0,7.43,40893.0,302538.0,282000.0,2991.0,127217.0,427767.5,332.5
southwark,2015,36238.0,7.49,42316.0,308901.0,289000.0,2991.0,128358.0,467867.5833333333,338.0
southwark,2016,37159.0,7.37,42583.0,313223.0,307000.0,2991.0,129740.0,510331.3333333333,302.0833333333333
southwark,2017,37601.0,7.47,44008.0,314232.0,317000.0,2991.0,132152.0,515883.3333333333,296.6666666666667
southwark,2018,39998.0,7.34,48333.0,317256.0,329000.0,2991.0,132970.0,504235.25,300.5833333333333
southwark,2019,40303.0,,47811.0,,,,,499192.4166666667,226.12430323299887
sutton,1999,19582.0,,22725.0,179375.0,,,,100869.75,415.1666666666667
sutton,2000,22019.0,,26891.0,180485.0,78000.0,,,125951.91666666667,363.3333333333333
sutton,2001,22972.0,,25235.0,181461.0,77000.0,4385.0,77701.0,137910.16666666666,402.6666666666667
sutton,2002,23311.0,,25965.0,181265.0,73000.0,4385.0,77734.0,162526.66666666666,417.9166666666667
sutton,2003,24455.0,,27147.0,181267.0,72000.0,4385.0,77856.0,187815.75,373.75
sutton,2004,24514.0,,27747.0,181094.0,73000.0,4385.0,78054.0,201829.25,391.6666666666667
sutton,2005,25714.0,,29187.0,182103.0,72000.0,4385.0,78354.0,209547.25,317.3333333333333
sutton,2006,25102.0,,28965.0,182882.0,71000.0,4385.0,78498.0,215723.83333333334,399.0833333333333
sutton,2007,25182.0,,28531.0,184174.0,71000.0,4385.0,78633.0,241438.0,391.8333333333333
sutton,2008,26082.0,,29869.0,185860.0,80000.0,4385.0,79116.0,242701.91666666666,197.33333333333334
sutton,2009,26111.0,,29775.0,188167.0,72000.0,4385.0,79444.0,212117.75,199.16666666666666
sutton,2010,26288.0,,30375.0,189321.0,73000.0,4385.0,79508.0,233489.41666666666,196.66666666666666
sutton,2011,26743.0,7.39,29656.0,191123.0,78000.0,4385.0,79696.0,233026.75,202.75
sutton,2012,25247.0,7.28,29407.0,193630.0,79000.0,4385.0,80283.0,238842.16666666666,213.83333333333334
sutton,2013,30061.0,7.49,33223.0,195914.0,77000.0,4385.0,80510.0,252002.75,250.5
sutton,2014,25797.0,7.6,30752.0,198134.0,78000.0,4385.0,80810.0,291132.1666666667,287.3333333333333
sutton,2015,27355.0,7.45,32427.0,200145.0,80000.0,4385.0,81237.0,322932.25,283.8333333333333
sutton,2016,28318.0,7.66,34818.0,202220.0,84000.0,4385.0,81628.0,365303.0833333333,272.6666666666667
sutton,2017,27945.0,7.91,35113.0,203243.0,85000.0,4385.0,82281.0,376924.5,251.5
sutton,2018,28853.0,7.88,32442.0,204525.0,78000.0,4385.0,82978.0,379262.5833333333,223.0
sutton,2019,32947.0,,37392.0,,,,,372501.0833333333,211.8901895206243
tower hamlets,1999,26376.0,,37524.0,193507.0,,,,113035.16666666667,456.0
tower hamlets,2000,28445.0,,47253.0,197133.0,152000.0,,,141287.75,418.8333333333333
tower hamlets,2001,31232.0,,55045.0,201090.0,167000.0,2158.0,80225.0,162505.91666666666,411.0
tower hamlets,2002,31168.0,,49998.0,207031.0,160000.0,2158.0,82185.0,187288.5,392.9166666666667
tower hamlets,2003,34281.0,,55530.0,208651.0,164000.0,2158.0,83659.0,207901.58333333334,341.0
tower hamlets,2004,39128.0,,66095.0,211154.0,192000.0,2158.0,85341.0,219986.91666666666,482.8333333333333
tower hamlets,2005,39493.0,,71063.0,213382.0,198000.0,2158.0,88380.0,225628.91666666666,400.0
tower hamlets,2006,38975.0,,62719.0,218400.0,203000.0,2158.0,91356.0,243033.08333333334,442.4166666666667
tower hamlets,2007,41117.0,,72749.0,225251.0,211000.0,2158.0,94373.0,287172.8333333333,450.4166666666667
tower hamlets,2008,41880.0,,70217.0,231893.0,220000.0,2158.0,97010.0,298002.1666666667,210.75
tower hamlets,2009,43987.0,,62526.0,240495.0,217000.0,2158.0,100471.0,258248.41666666666,247.16666666666666
tower hamlets,2010,44443.0,,69029.0,248520.0,223000.0,2158.0,103509.0,282748.75,314.0
tower hamlets,2011,45970.0,7.02,86593.0,256012.0,251000.0,2158.0,105379.0,287262.4166666667,280.1666666666667
tower hamlets,2012,44880.0,7.32,64782.0,263003.0,253000.0,2158.0,108254.0,285453.0,299.6666666666667
tower hamlets,2013,46441.0,7.5,73376.0,272890.0,269000.0,2158.0,109215.0,309051.0833333333,369.1666666666667
tower hamlets,2014,48309.0,7.54,74087.0,284015.0,278000.0,2158.0,109875.0,382241.6666666667,431.6666666666667
tower hamlets,2015,46681.0,7.48,67320.0,295236.0,298000.0,2158.0,110791.0,421944.0,348.5833333333333
tower hamlets,2016,45975.0,7.75,64345.0,304854.0,303000.0,2158.0,113185.0,457129.5833333333,383.4166666666667
tower hamlets,2017,49369.0,7.51,75103.0,307964.0,317000.0,2158.0,118012.0,459279.0,297.0
tower hamlets,2018,49237.0,7.82,69806.0,317705.0,333000.0,2158.0,120015.0,446500.4166666667,270.3333333333333
tower hamlets,2019,46142.0,,69434.0,,,,,439009.5833333333,196.4715719063545
waltham forest,1999,18547.0,,19888.0,221057.0,,,,83821.5,434.6666666666667
waltham forest,2000,19776.0,,22009.0,221296.0,74000.0,,,103030.66666666667,412.5
waltham forest,2001,21245.0,,23023.0,222015.0,69000.0,3881.0,91992.0,118843.41666666667,438.9166666666667
waltham forest,2002,21799.0,,23817.0,223776.0,70000.0,3881.0,92409.0,148137.66666666666,440.6666666666667
waltham forest,2003,22918.0,,25374.0,224115.0,70000.0,3881.0,92700.0,175075.83333333334,410.9166666666667
waltham forest,2004,23857.0,,25435.0,225002.0,69000.0,3881.0,92991.0,191377.75,395.1666666666667
waltham forest,2005,21931.0,,25800.0,226747.0,76000.0,3881.0,93618.0,197240.5,354.5
waltham forest,2006,23074.0,,27449.0,230731.0,70000.0,3881.0,94381.0,209707.75,415.0833333333333
waltham forest,2007,25034.0,,27129.0,235665.0,67000.0,3881.0,95303.0,237017.33333333334,402.0833333333333
waltham forest,2008,26609.0,,28814.0,242098.0,68000.0,3881.0,96281.0,232886.5,199.16666666666666
waltham forest,2009,27651.0,,29524.0,248140.0,69000.0,3881.0,97247.0,204935.0,164.25
waltham forest,2010,27755.0,,30773.0,254009.0,66000.0,3881.0,97624.0,222102.25,186.83333333333334
waltham forest,2011,28005.0,7.18,31926.0,259742.0,71000.0,3881.0,98279.0,220905.41666666666,193.08333333333334
waltham forest,2012,27235.0,7.24,30738.0,262566.0,77000.0,3881.0,98783.0,230726.66666666666,193.75
waltham forest,2013,,7.34,31143.0,265797.0,81000.0,3881.0,99251.0,254265.25,242.08333333333334
waltham forest,2014,26484.0,7.64,28426.0,268020.0,84000.0,3881.0,99640.0,314934.25,297.1666666666667
waltham forest,2015,29352.0,7.55,30911.0,271170.0,86000.0,3881.0,100311.0,357513.3333333333,291.1666666666667
waltham forest,2016,27455.0,7.67,30172.0,275843.0,86000.0,3881.0,101284.0,413149.4166666667,256.1666666666667
waltham forest,2017,28284.0,7.73,31049.0,275505.0,88000.0,3881.0,102317.0,436116.5833333333,232.75
waltham forest,2018,30298.0,7.46,32875.0,276700.0,88000.0,3881.0,103029.0,440859.4166666667,234.5
waltham forest,2019,30718.0,,33119.0,,,,,430663.5833333333,212.4024526198439
wandsworth,1999,21321.0,,24707.0,264220.0,,,,145339.75,782.0
wandsworth,2000,22840.0,,26862.0,267695.0,127000.0,,,184275.75,623.0833333333334
wandsworth,2001,22054.0,,25861.0,271742.0,124000.0,3522.0,120744.0,205179.75,673.5
wandsworth,2002,23720.0,,27665.0,274917.0,127000.0,3522.0,121620.0,232805.58333333334,709.1666666666666
wandsworth,2003,24299.0,,29446.0,276828.0,127000.0,3522.0,122821.0,253342.5,595.3333333333334
wandsworth,2004,26137.0,,30740.0,278615.0,127000.0,3522.0,124138.0,271649.6666666667,700.4166666666666
wandsworth,2005,26549.0,,31455.0,283229.0,124000.0,3522.0,125880.0,284182.0,612.5833333333334
wandsworth,2006,27405.0,,32887.0,287538.0,128000.0,3522.0,127243.0,310943.9166666667,779.0833333333334
wandsworth,2007,30513.0,,38209.0,291440.0,130000.0,3522.0,128946.0,372077.4166666667,701.25
wandsworth,2008,30808.0,,40916.0,294305.0,129000.0,3522.0,130226.0,363817.5,329.0
wandsworth,2009,32373.0,,41202.0,299347.0,125000.0,3522.0,132060.0,340373.1666666667,365.5833333333333
wandsworth,2010,31818.0,,39318.0,302620.0,118000.0,3522.0,133885.0,374487.9166666667,439.6666666666667
wandsworth,2011,32033.0,7.46,38695.0,307710.0,125000.0,3522.0,134619.0,386200.0833333333,437.0
wandsworth,2012,31262.0,7.26,35295.0,308312.0,136000.0,3522.0,135601.0,409392.0833333333,439.75
wandsworth,2013,31491.0,7.43,36917.0,310516.0,134000.0,3522.0,136558.0,457404.0,522.0833333333334
wandsworth,2014,31085.0,7.47,35182.0,312145.0,134000.0,3522.0,137757.0,544515.0833333334,505.3333333333333
wandsworth,2015,31968.0,7.53,37251.0,314544.0,144000.0,3522.0,138841.0,572691.25,494.0
wandsworth,2016,33405.0,7.64,37651.0,316096.0,146000.0,3522.0,141579.0,608740.8333333334,444.0
wandsworth,2017,33137.0,7.64,40076.0,323257.0,151000.0,3522.0,143915.0,617921.4166666666,431.5
wandsworth,2018,34501.0,7.65,45317.0,326474.0,147000.0,3522.0,146162.0,596649.1666666666,394.25
wandsworth,2019,34168.0,,39617.0,,,,,588672.4166666666,356.17196209587513
westminster,1999,24447.0,,36167.0,189233.0,,,,214042.75,553.5833333333334
westminster,2000,25951.0,,40903.0,196478.0,616000.0,,,260492.25,517.5
westminster,2001,26829.0,,41566.0,203329.0,612000.0,2203.0,101213.0,296105.5833333333,478.8333333333333
westminster,2002,28879.0,,43576.0,208100.0,598000.0,2203.0,103124.0,339622.4166666667,521.5
westminster,2003,29254.0,,43694.0,211009.0,605000.0,2203.0,104540.0,363466.0,424.0833333333333
westminster,2004,31482.0,,46350.0,214557.0,597000.0,2203.0,106760.0,379395.3333333333,428.1666666666667
westminster,2005,32519.0,,50430.0,223132.0,614000.0,2203.0,108200.0,399385.0,407.0
westminster,2006,33474.0,,53229.0,222829.0,605000.0,2203.0,110181.0,436864.75,521.1666666666666
westminster,2007,35315.0,,52597.0,220619.0,623000.0,2203.0,111743.0,514426.5833333333,445.9166666666667
westminster,2008,36048.0,,59836.0,218673.0,639000.0,2203.0,113413.0,540196.75,228.83333333333334
westminster,2009,36765.0,,55752.0,216980.0,640000.0,2203.0,115047.0,532096.8333333334,238.25
westminster,2010,37836.0,,56080.0,217187.0,644000.0,2203.0,116644.0,606698.3333333334,296.9166666666667
westminster,2011,37406.0,7.33,54049.0,219582.0,674000.0,2203.0,118318.0,632513.5833333334,273.0833333333333
westminster,2012,37649.0,7.0,55529.0,223858.0,698000.0,2203.0,119245.0,696926.0833333334,268.4166666666667
westminster,2013,36946.0,7.53,51094.0,226841.0,717000.0,2203.0,119837.0,789972.5,302.9166666666667
westminster,2014,37260.0,7.45,51099.0,233292.0,737000.0,2203.0,120367.0,922702.1666666666,303.3333333333333
westminster,2015,39392.0,7.6,53316.0,242299.0,756000.0,2203.0,121116.0,964643.0,243.83333333333334
westminster,2016,40000.0,7.68,53888.0,247614.0,765000.0,2203.0,122024.0,995543.3333333334,218.91666666666666
westminster,2017,42152.0,7.57,59878.0,244796.0,754000.0,2203.0,123366.0,1064771.5,213.08333333333334
westminster,2018,43015.0,7.66,63792.0,255324.0,775000.0,2203.0,124509.0,1020025.5,174.0
westminster,2019,43556.0,,60010.0,,,,,958304.0,171.81967670011147
